State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Candidate Won
Telangana,Nagarkurnool,8,CHARAGONDA KRISHNAMMA,Independent,2276,0,2276,0.23,loss
Telangana,Nagarkurnool,9,PRABHUDAS BANDARU THUMU,Independent,3466,0,3466,0.35,loss
Telangana,Nagarkurnool,10,BAAKI RENUKA,Independent,3960,0,3960,0.4,loss
Telangana,Nagarkurnool,11,SRINIVAS BUDDULA,Independent,9912,0,9912,1,loss
Telangana,Nagarkurnool,12,NOTA,None of the Above,13521,4,13525,1.37,loss
Telangana,Nalgonda,1,UTTAM KUMAR REDDY NALAMADA,Indian National Congress,525508,520,526028,44.74,loss
Telangana,Nalgonda,2,GARLAPATI JITHENDRA KUMAR,Bharatiya Janata Party,52559,150,52709,4.48,loss
Telangana,Nalgonda,3,MALLU LAXMI,Communist Party of India (Marxist),25062,27,25089,2.13,loss
Telangana,Nalgonda,4,VEMIREDDY NARASIMHA REDDY,Telangana Rashtra Samithi,500120,226,500346,42.56,loss
Telangana,Nalgonda,5,AKULA PAUL,Pyramid Party of India,3225,0,3225,0.27,loss
Telangana,Nalgonda,6,KATRAVATH VENKATESH,Bahujan Mukti Party,1679,0,1679,0.14,loss
Telangana,Nalgonda,7,JANAIAH NANDIPATI,Telangana Sakalajanula Party,1047,1,1048,0.09,loss
Telangana,Nalgonda,8,MEKALA SATHEESH REDDY,Janasena Party,11282,6,11288,0.96,loss
Telangana,Nalgonda,9,LALU NAIK RAMAVATH,Bahujana Raajyam Party (Phule Ambedkar),1005,3,1008,0.09,loss
Telangana,Nalgonda,10,LITHESH SUNKARI,Social Justice Party of India,1052,1,1053,0.09,loss
Telangana,Nalgonda,11,SOLIPURAM VENUGOPAL REDDY,Ambedkar National Congress,1124,0,1124,0.1,loss
Telangana,Nalgonda,12,KARAMTOTHU MANGTHA,Independent,1897,0,1897,0.16,loss
Telangana,Nalgonda,13,KIRAN VANGAPALLI,Independent,3365,1,3366,0.29,loss
Telangana,Nalgonda,14,JAKKULA NAVEEN YADAV,Independent,3098,0,3098,0.26,loss
Telangana,Nalgonda,15,THAGULLA JANARDHAN,Independent,1830,0,1830,0.16,loss
Telangana,Nalgonda,16,THANDU UPENDAR,Independent,4175,0,4175,0.36,loss
Telangana,Nalgonda,17,NAKIRIKANTI. CHITTEMMA,Independent,4964,1,4965,0.42,loss
Telangana,Nalgonda,18,POLISHETTY VENKATESHWARLU,Independent,824,0,824,0.07,loss
Telangana,Nalgonda,19,BANDARU NAGARAJU,Independent,557,0,557,0.05,loss
Telangana,Nalgonda,20,MADHU SAPAVATH,Independent,2516,1,2517,0.21,loss
Telangana,Nalgonda,21,MARRI. NEHEMIAH,Independent,1046,0,1046,0.09,loss
Telangana,Nalgonda,22,MARAM VENKAT REDDY,Independent,8585,0,8585,0.73,loss
Telangana,Nalgonda,23,MEKALA VENKANNA,Independent,2009,1,2010,0.17,loss
Telangana,Nalgonda,24,RAMESH SUNKARA,Independent,1235,0,1235,0.11,loss
Telangana,Nalgonda,25,ROYYALA. SRINIVASULU,Independent,5376,0,5376,0.46,loss
Telangana,Nalgonda,26,LINGIDI VENKATESWARLU,Independent,1422,0,1422,0.12,loss
Telangana,Nalgonda,27,SREENU VADTHYA,Independent,2641,2,2643,0.22,loss
Telangana,Nalgonda,28,NOTA,None of the Above,5547,13,5560,0.47,loss
Telangana,Nizamabad,1,ARVIND DHARMAPURI,Bharatiya Janata Party,479748,836,480584,45.22,loss
Telangana,Nizamabad,2,KALVAKUNTLA KAVITHA,Telangana Rashtra Samithi,409481,228,409709,38.55,loss
Telangana,Nizamabad,3,MADHU GOUD YASKHI,Indian National Congress,69173,67,69240,6.52,loss
Telangana,Nizamabad,4,ANJAIAH KONDANI,Pyramid Party of India,1229,0,1229,0.12,loss
Telangana,Nizamabad,5,BATHNATHE SHANKAR,Janasena Party,2019,4,2023,0.19,loss
Telangana,Nizamabad,6,ROTTE CHAKRADHAR SHARMA,Samajwadi Forward Bloc,495,0,495,0.05,loss
Telangana,Nizamabad,7,S. SAGAR,Bahujan Mukti Party,754,3,757,0.07,loss
Telangana,Nizamabad,8,ANJAIAH,Independent,325,0,325,0.03,loss
Telangana,Nizamabad,9,AYILENI VIKRAM REDDY,Independent,734,0,734,0.07,loss
Telangana,Nizamabad,10,ALLOORI ANIL KUMAR,Independent,416,0,416,0.04,loss
Telangana,Nizamabad,11,ALLURI LIMBA REDDY,Independent,662,0,662,0.06,loss
Telangana,Nizamabad,12,AKULA HANMANDLU,Independent,1610,0,1610,0.15,loss
Telangana,Nizamabad,13,ARE SAYANNA,Independent,851,0,851,0.08,loss
Telangana,Nizamabad,14,ARMOOR SAGAR,Independent,1092,0,1092,0.1,loss
Telangana,Nizamabad,15,ASLI GANESH,Independent,2648,0,2648,0.25,loss
Telangana,Nizamabad,16,IPPA LACHANNA,Independent,6096,0,6096,0.57,loss
Telangana,Nizamabad,17,URUMALLA LAXMA REDDY,Independent,1673,0,1673,0.16,loss
Telangana,Nizamabad,18,ADAMALA RAVINDHAR REDDY,Independent,1035,0,1035,0.1,loss
Telangana,Nizamabad,19,ELETI MOHAN REDDY,Independent,366,0,366,0.03,loss
Telangana,Nizamabad,20,ELETI MALLA REDDY,Independent,243,0,243,0.02,loss
Telangana,Nizamabad,21,ALETI RAJAREDDY,Independent,1189,0,1189,0.11,loss
Telangana,Nizamabad,22,ANUGU THIRUMAL,Independent,366,0,366,0.03,loss
Telangana,Nizamabad,23,ENUGU MALLESH,Independent,233,0,233,0.02,loss
Telangana,Nizamabad,24,ENUGU RAJESHWER,Independent,238,0,238,0.02,loss
Telangana,Nizamabad,25,ENUGU SHANKER,Independent,1364,1,1365,0.13,loss
Telangana,Nizamabad,26,ELETI LAXMA REDDY,Independent,337,0,337,0.03,loss
Telangana,Nizamabad,27,ELETI SANJEEV REDDY,Independent,250,0,250,0.02,loss
Telangana,Nizamabad,28,N. OMKAR REDDY,Independent,1142,0,1142,0.11,loss
Telangana,Nizamabad,29,KANDUKALA SHIVA KUMAR GOUD,Independent,329,0,329,0.03,loss
Telangana,Nizamabad,30,KANAKA PRAMOD,Independent,494,0,494,0.05,loss
Telangana,Nizamabad,31,KATIPELLY KUMAR,Independent,1439,0,1439,0.14,loss
Telangana,Nizamabad,32,KATIPELLY RAMESH,Independent,2535,0,2535,0.24,loss
Telangana,Nizamabad,33,KAMAREDDY SANTOSH,Independent,625,0,625,0.06,loss
Telangana,Nizamabad,34,A. KARTHIK,Independent,351,0,351,0.03,loss
Telangana,Nizamabad,35,KUNTA NARAYANA REDDY,Independent,241,0,241,0.02,loss
Telangana,Nizamabad,36,KUMBALA SANJEEVA REDDY,Independent,285,1,286,0.03,loss
Telangana,Nizamabad,37,KONDHAPURAM NARSAIAH,Independent,2089,0,2089,0.2,loss
Telangana,Nizamabad,38,KOMMULA BUCHI REDDY,Independent,183,0,183,0.02,loss
Telangana,Nizamabad,39,KOLA VENKATESH,Independent,209,0,209,0.02,loss
Telangana,Nizamabad,40,KONGARI SANJEEV,Independent,133,0,133,0.01,loss
Telangana,Nizamabad,41,KOTTALA MAHENDHER,Independent,199,0,199,0.02,loss
Telangana,Nizamabad,42,A. GANGADHAR,Independent,422,0,422,0.04,loss
Telangana,Nizamabad,43,N. GANGARAM,Independent,281,0,281,0.03,loss
Telangana,Nizamabad,44,GANGA REDDY M,Independent,318,0,318,0.03,loss
Telangana,Nizamabad,45,R. GANGAREDDY,Independent,352,0,352,0.03,loss
Telangana,Nizamabad,46,M. GANGAREDDY,Independent,353,0,353,0.03,loss
Telangana,Nizamabad,47,K. GANGA REDDY,Independent,844,0,844,0.08,loss
Telangana,Nizamabad,48,G. C. GANGAREDDY,Independent,936,0,936,0.09,loss
Telangana,Nizamabad,49,P. GANGA REDDY,Independent,459,0,459,0.04,loss
Telangana,Nizamabad,50,GANGASARAM RAJA REDDY,Independent,458,0,458,0.04,loss
Telangana,Nizamabad,51,GAJJALA SAI PRASAD,Independent,203,0,203,0.02,loss
Telangana,Nizamabad,52,GADKOLE RAMESH,Independent,878,0,878,0.08,loss
Telangana,Nizamabad,53,GADDAM GANGAREDDY,Independent,173,0,173,0.02,loss
Telangana,Nizamabad,54,GADDAM THIRUPATHI,Independent,257,0,257,0.02,loss
Telangana,Nizamabad,55,GADDAM PURUSHOTHAM,Independent,125,0,125,0.01,loss
Telangana,Nizamabad,56,GADDAM MOHAN,Independent,128,0,128,0.01,loss
Telangana,Nizamabad,57,GADDAM RAJENDHARREDDY,Independent,115,0,115,0.01,loss
Telangana,Nizamabad,58,GADDAM RAJESHWAR,Independent,536,0,536,0.05,loss
Telangana,Nizamabad,59,GUNDETI SRINIVAS,Independent,175,0,175,0.02,loss
Telangana,Nizamabad,60,GUJJULA RAMESH,Independent,150,0,150,0.01,loss
Telangana,Nizamabad,61,GURADI SRINIVAS,Independent,167,0,167,0.02,loss
Telangana,Nizamabad,62,GOSKULA MAHESH BABU,Independent,254,0,254,0.02,loss
Telangana,Nizamabad,63,CHINTHALAPELLY GANGA REDDY,Independent,255,0,255,0.02,loss
Telangana,Nizamabad,64,CHINTHALAPELLY MOHAN,Independent,797,0,797,0.07,loss
Telangana,Nizamabad,65,CHINTHALAPELLY RAGHUPATHI REDDY,Independent,676,0,676,0.06,loss
Telangana,Nizamabad,66,CHINNAIAH MUKKERA,Independent,560,0,560,0.05,loss
Telangana,Nizamabad,67,J. CHINNA REDDY,Independent,512,0,512,0.05,loss
Telangana,Nizamabad,68,CHILKURI GANGANNA,Independent,184,0,184,0.02,loss
Telangana,Nizamabad,69,M. JEEVAN REDDY,Independent,212,0,212,0.02,loss
Telangana,Nizamabad,70,JAIDI CHINNA GANGARAM,Independent,153,0,153,0.01,loss
Telangana,Nizamabad,71,TANKASALA VINAY,Independent,170,0,170,0.02,loss
Telangana,Nizamabad,72,DABBA RAJA REDDY,Independent,312,0,312,0.03,loss
Telangana,Nizamabad,73,TALARI SUMAN,Independent,258,0,258,0.02,loss
Telangana,Nizamabad,74,THIRUPATHI REDDY PANNALA,Independent,282,2,284,0.03,loss
Telangana,Nizamabad,75,THEEGALA ASHOK REDDY,Independent,489,0,489,0.05,loss
Telangana,Nizamabad,76,THEEGALA TIRUPATHI REDDY,Independent,399,0,399,0.04,loss
Telangana,Nizamabad,77,THEEGALA RAJESHWAR,Independent,215,0,215,0.02,loss
Telangana,Nizamabad,78,THEETLA ANIL,Independent,351,0,351,0.03,loss
Telangana,Nizamabad,79,TUMMALA NAVEEN,Independent,710,0,710,0.07,loss
Telangana,Nizamabad,80,TURAGA NARSAREDDY,Independent,920,0,920,0.09,loss
Telangana,Nizamabad,81,TURPU PEDDA GANGARAM,Independent,2172,0,2172,0.2,loss
Telangana,Nizamabad,82,THOTA SRINIVAS,Independent,2467,0,2467,0.23,loss
Telangana,Nizamabad,83,THORTHI GANGA REDDY,Independent,548,0,548,0.05,loss
Telangana,Nizamabad,84,K. DIVAKAR,Independent,338,0,338,0.03,loss
Telangana,Nizamabad,85,DEVANNA PINDI,Independent,213,0,213,0.02,loss
Telangana,Nizamabad,86,DODDI KINDI LINGAREDDY,Independent,211,0,211,0.02,loss
Telangana,Nizamabad,87,NATTA BHAVANNA,Independent,266,0,266,0.03,loss
Telangana,Nizamabad,88,NADISHARAM MALLAIAH,Independent,418,0,418,0.04,loss
Telangana,Nizamabad,89,G. NARSAIAH,Independent,325,0,325,0.03,loss
Telangana,Nizamabad,90,NARSAIAH AKKAGARI,Independent,1603,0,1603,0.15,loss
Telangana,Nizamabad,91,NALIMELA MAHENDER,Independent,847,0,847,0.08,loss
Telangana,Nizamabad,92,NALLA NADPI MUTHANNA,Independent,652,0,652,0.06,loss
Telangana,Nizamabad,93,NALLA BALAKISHAN,Independent,431,0,431,0.04,loss
Telangana,Nizamabad,94,NAGULAPALLY DEVENDAR,Independent,665,0,665,0.06,loss
Telangana,Nizamabad,95,NEERADI PRAVEEN,Independent,1057,0,1057,0.1,loss
Telangana,Nizamabad,96,NEMILLA LINGA REDDY,Independent,2563,0,2563,0.24,loss
Telangana,Nizamabad,97,NOMULA GOPAL REDDY,Independent,2592,0,2592,0.24,loss
Telangana,Nizamabad,98,NOMULA MOHAN REDDY,Independent,1364,0,1364,0.13,loss
Telangana,Nizamabad,99,PADIGELA PRAVEEN,Independent,438,0,438,0.04,loss
Telangana,Nizamabad,100,PANNALA NARSA REDDY,Independent,429,0,429,0.04,loss
Telangana,Nizamabad,101,PUNDRA SRINIVAS REDDY,Independent,863,0,863,0.08,loss
Telangana,Nizamabad,102,PUTTINTI SAI REDDY,Independent,249,0,249,0.02,loss
Telangana,Nizamabad,103,PUPPALA HANMANDLU,Independent,291,0,291,0.03,loss
Telangana,Nizamabad,104,PRUTHVIRAJ GADEPALLI,Independent,616,0,616,0.06,loss
Telangana,Nizamabad,105,PENTA NARSAIAH,Independent,388,0,388,0.04,loss
Telangana,Nizamabad,106,PEDDA GANGADHAR TALARI,Independent,228,0,228,0.02,loss
Telangana,Nizamabad,107,POTHUGANTI VENKATESH,Independent,156,0,156,0.01,loss
Telangana,Nizamabad,108,A. POSHETTY,Independent,235,1,236,0.02,loss
Telangana,Nizamabad,109,M. PRAKASH,Independent,312,0,312,0.03,loss
Telangana,Nizamabad,110,PRATHAP MACHARLA,Independent,335,0,335,0.03,loss
Telangana,Nizamabad,111,PRASANTH,Independent,781,0,781,0.07,loss
Telangana,Nizamabad,112,BANDI RAVINDHAR,Independent,1701,0,1701,0.16,loss
Telangana,Nizamabad,113,BHANDELA VENKATA RAJAM,Independent,834,0,834,0.08,loss
Telangana,Nizamabad,114,BAKKASETTY GANGADHAR,Independent,467,0,467,0.04,loss
Telangana,Nizamabad,115,BADDAM ASHOK,Independent,296,0,296,0.03,loss
Telangana,Nizamabad,116,BADDAM INDRASENA REDDY,Independent,891,0,891,0.08,loss
Telangana,Nizamabad,117,BADDAM GANGADHAR,Independent,153,0,153,0.01,loss
Telangana,Nizamabad,118,BADDAM DEVENDAR,Independent,189,0,189,0.02,loss
Telangana,Nizamabad,119,BADDAM SRINIVASA REDDY,Independent,180,0,180,0.02,loss
Telangana,Nizamabad,120,BADDAM SURESH,Independent,280,0,280,0.03,loss
Telangana,Nizamabad,121,BALIJE LAXMI RAJAM,Independent,114,0,114,0.01,loss
Telangana,Nizamabad,122,BAI SAYANNA,Independent,165,0,165,0.02,loss
Telangana,Nizamabad,123,BARLA SANTHOSH,Independent,135,0,135,0.01,loss
Telangana,Nizamabad,124,B. BALA RAJU,Independent,106,0,106,0.01,loss
Telangana,Nizamabad,125,BEJJENKI LINGA REDDY,Independent,123,0,123,0.01,loss
Telangana,Nizamabad,126,BODUGAM NARENDAR,Independent,138,0,138,0.01,loss
Telangana,Nizamabad,127,G. BORRANNA,Independent,279,0,279,0.03,loss
Telangana,Nizamabad,128,BYAGARI SHANTHAIAH,Independent,441,0,441,0.04,loss
Telangana,Nizamabad,129,MAGGIDI KATIPELLY RAJESH,Independent,778,0,778,0.07,loss
Telangana,Nizamabad,130,MAGGIDI NARSAIAH,Independent,314,0,314,0.03,loss
Telangana,Nizamabad,131,MADHU BUTTI,Independent,149,0,149,0.01,loss
Telangana,Nizamabad,132,M. MALLA REDDY,Independent,146,0,146,0.01,loss
Telangana,Nizamabad,133,N. MALLAREDDY,Independent,166,0,166,0.02,loss
Telangana,Nizamabad,134,A. MAHIPAL REDDY,Independent,497,0,497,0.05,loss
Telangana,Nizamabad,135,MAHENDHAR MUSKU,Independent,110,0,110,0.01,loss
Telangana,Nizamabad,136,MAMIDI CHINNA REDDY,Independent,149,0,149,0.01,loss
Telangana,Nizamabad,137,MAMIDI THIRUPATHI REDDY,Independent,725,0,725,0.07,loss
Telangana,Nizamabad,138,MAMIDI RAJASHEKAR REDDY,Independent,186,0,186,0.02,loss
Telangana,Nizamabad,139,MARU JANARDHAN,Independent,201,0,201,0.02,loss
Telangana,Nizamabad,140,MITTAPELLI MALLAIAH,Independent,126,0,126,0.01,loss
Telangana,Nizamabad,141,D. MUTHA REDDY,Independent,109,0,109,0.01,loss
Telangana,Nizamabad,142,MUTHENNA LAKKARA,Independent,159,0,159,0.01,loss
Telangana,Nizamabad,143,MUSKU RAJESHWAR,Independent,242,0,242,0.02,loss
Telangana,Nizamabad,144,MEKKONDA RAMREDDY,Independent,553,0,553,0.05,loss
Telangana,Nizamabad,145,MOHD. JAMEEL,Independent,851,1,852,0.08,loss
Telangana,Nizamabad,146,MEDIPELLY SHEKAR REDDY,Independent,703,0,703,0.07,loss
Telangana,Nizamabad,147,Y. RAJITHA,Independent,426,0,426,0.04,loss
Telangana,Nizamabad,148,G. RAMESH,Independent,718,0,718,0.07,loss
Telangana,Nizamabad,149,S. RAMESH REDDY,Independent,192,0,192,0.02,loss
Telangana,Nizamabad,150,RAVI SHANKER KUNTA,Independent,123,0,123,0.01,loss
Telangana,Nizamabad,151,RAJANNA,Independent,107,0,107,0.01,loss
Telangana,Nizamabad,152,RAJA VENKAT REDDY PASHAPU,Independent,186,0,186,0.02,loss
Telangana,Nizamabad,153,S. RAJASHEKAR,Independent,265,0,265,0.02,loss
Telangana,Nizamabad,154,RAJU SOMIREDDY,Independent,118,0,118,0.01,loss
Telangana,Nizamabad,155,P. RAJENDHAR,Independent,109,0,109,0.01,loss
Telangana,Nizamabad,156,RAPELLY SRINIVAS,Independent,468,0,468,0.04,loss
Telangana,Nizamabad,157,K. RAM RAJ,Independent,161,0,161,0.02,loss
Telangana,Nizamabad,158,RAYIDI MAHESH,Independent,246,0,246,0.02,loss
Telangana,Nizamabad,159,RIKKALA RAJAREDDY,Independent,479,0,479,0.05,loss
Telangana,Nizamabad,160,LAXMAN GANNA,Independent,627,0,627,0.06,loss
Telangana,Nizamabad,161,LINGAPURAM BHUMESHWAR,Independent,698,0,698,0.07,loss
Telangana,Nizamabad,162,P. LIMBAREDDY,Independent,361,0,361,0.03,loss
Telangana,Nizamabad,163,LOKA SUBHASH,Independent,1246,0,1246,0.12,loss
Telangana,Nizamabad,164,G. VIJAY,Independent,204,0,204,0.02,loss
Telangana,Nizamabad,165,VENKAT REDDY JAIDI,Independent,199,0,199,0.02,loss
Telangana,Nizamabad,166,VELMA MALLA REDDY,Independent,112,0,112,0.01,loss
Telangana,Nizamabad,167,M. SHEKAR,Independent,108,0,108,0.01,loss
Telangana,Nizamabad,168,B. SRINIVAS,Independent,142,0,142,0.01,loss
Telangana,Nizamabad,169,SANJEEVA REDDY GADDAM,Independent,129,0,129,0.01,loss
Telangana,Nizamabad,170,SANTHA LINGAREDDY,Independent,387,0,387,0.04,loss
Telangana,Nizamabad,171,SANTOSH,Independent,176,0,176,0.02,loss
Telangana,Nizamabad,172,SANDI REDDY GOPAL REDDY,Independent,183,0,183,0.02,loss
Telangana,Nizamabad,173,SAMA THIRUPATHI,Independent,140,0,140,0.01,loss
Telangana,Nizamabad,174,SAMA BHASKER REDDY,Independent,142,0,142,0.01,loss
Telangana,Nizamabad,175,SAMA SWAMI REDDY,Independent,365,0,365,0.03,loss
Telangana,Nizamabad,176,E. SAI REDDY,Independent,720,0,720,0.07,loss
Telangana,Nizamabad,177,SUNKARI RAJKUMAR,Independent,1257,0,1257,0.12,loss
Telangana,Nizamabad,178,SUNKETA RAVI,Independent,836,0,836,0.08,loss
Telangana,Nizamabad,179,G. SUJITH,Independent,293,0,293,0.03,loss
Telangana,Nizamabad,180,SUMAN,Independent,114,0,114,0.01,loss
Telangana,Nizamabad,181,SUMAN MAGGIDI,Independent,196,0,196,0.02,loss
Telangana,Nizamabad,182,SURAKANTA RAJA REDDY,Independent,84,0,84,0.01,loss
Telangana,Nizamabad,183,SURESH BASA,Independent,126,0,126,0.01,loss
Telangana,Nizamabad,184,SOMA SRINIVAS,Independent,206,0,206,0.02,loss
Telangana,Nizamabad,185,SOMIDI LIMBAIAH,Independent,315,0,315,0.03,loss
Telangana,Nizamabad,186,NOTA,None of the Above,2029,2,2031,0.19,loss
Telangana,Peddapalle,1,Agam Chandrasekhar,Indian National Congress,345955,186,346141,35.68,loss
Telangana,Peddapalle,2,S.Kumar,Bharatiya Janata Party,92305,301,92606,9.55,loss
Telangana,Peddapalle,3,Bala Kalyan Panja,Bahujan Samaj Party,10194,9,10203,1.05,loss
Telangana,Peddapalle,4,Venkatesh Netha Borlakunta,Telangana Rashtra Samithi,441007,314,441321,45.49,loss
Telangana,Peddapalle,5,Erugurala Bhagyalaxmi,Pyramid Party of India,4044,11,4055,0.42,loss
Telangana,Peddapalle,6,S. Krishna,Secular Democratic Congress,3501,0,3501,0.36,loss
Telangana,Peddapalle,7,Thadem Raju,India Praja Bandhu Party,1965,0,1965,0.2,loss
Telangana,Peddapalle,8,Velthuru Mallaiah,Republican Party of India (Khobragade),2597,1,2598,0.27,loss
Telangana,Peddapalle,9,Sabbani Krishna,Marxist Communist Party of India (United),6814,4,6818,0.7,loss
Telangana,Peddapalle,10,Sankenapalli Devadas,Anti Corruption Dynamic Party,2215,0,2215,0.23,loss
Telangana,Peddapalle,11,Arsham Ashok,Independent,2459,0,2459,0.25,loss
Telangana,Peddapalle,12,Ambala Mahendar,Independent,6902,3,6905,0.71,loss
Telangana,Peddapalle,13,Kuntala Narsaiah,Independent,18217,2,18219,1.88,loss
Telangana,Peddapalle,14,Gaddala Vinay Kumar,Independent,6537,0,6537,0.67,loss
Telangana,Peddapalle,15,Godisella Nagamani,Independent,3885,1,3886,0.4,loss
Telangana,Peddapalle,16,Durgam. Rajanna,Independent,7383,1,7384,0.76,loss
Telangana,Peddapalle,17,Rajesh Erikilla,Independent,4267,0,4267,0.44,loss
Telangana,Peddapalle,18,NOTA,None of the Above,8951,20,8971,0.92,loss
Telangana,Secundrabad,1,ANJAN KUMAR YADAV. M,Indian National Congress,173027,202,173229,18.93,loss
Telangana,Secundrabad,2,G . KISHAN REDDY,Bharatiya Janata Party,384248,532,384780,42.05,loss
Telangana,Secundrabad,3,TALASANI SAI KIRAN YADAV,Telangana Rashtra Samithi,322482,184,322666,35.26,loss
Telangana,Secundrabad,4,M . ASHOK KUMAR,Samajwadi Forward Bloc,1146,1,1147,0.13,loss
Telangana,Secundrabad,5,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,420,0,420,0.05,loss
Telangana,Secundrabad,6,CHALLA RAM KALYAN,Bhartiya Anarakshit Party,1297,0,1297,0.14,loss
Telangana,Secundrabad,7,DORNALA JAYA PRAKASH,New India Party,359,1,360,0.04,loss
Telangana,Secundrabad,8,M . D . NAZEERUDDIN QUADRI,Akhil Bharatiya Muslim League (Secular),555,0,555,0.06,loss
Telangana,Secundrabad,9,J . MALLESH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),334,0,334,0.04,loss
Telangana,Secundrabad,10,J . N . RAO,Dalita Bahujana Party,585,1,586,0.06,loss
Telangana,Secundrabad,11,G . LAXMINARSIMHA RAO,Telangana Prajala Party,521,0,521,0.06,loss
Telangana,Secundrabad,12,N . SHANKAR GOUD,Janasena Party,9677,6,9683,1.06,loss
Telangana,Secundrabad,13,S . SATYAVATHI,Pyramid Party of India,433,0,433,0.05,loss
Telangana,Secundrabad,14,AKHIL CHIRRAVURI,Independent,803,0,803,0.09,loss
Telangana,Secundrabad,15,ABDUL AZEEM,Independent,490,1,491,0.05,loss
Telangana,Secundrabad,16,ABDALLAH IBRAHIM,Independent,1080,0,1080,0.12,loss
Telangana,Secundrabad,17,ANDRAPU SUDHARSHAN ( GANGAPUTRA ),Independent,1400,0,1400,0.15,loss
Telangana,Secundrabad,18,JUNAID ANAM SIDDIQUI,Independent,648,0,648,0.07,loss
Telangana,Secundrabad,19,NANDIPATI VINOD KUMAR,Independent,717,1,718,0.08,loss
Telangana,Secundrabad,20,FARHA NAAZ KHAN,Independent,420,1,421,0.05,loss
Telangana,Secundrabad,21,BATHULA RAVI,Independent,332,1,333,0.04,loss
Telangana,Secundrabad,22,BODDU SATISH,Independent,217,0,217,0.02,loss
Telangana,Secundrabad,23,MUNEER PASHA,Independent,629,1,630,0.07,loss
Telangana,Secundrabad,24,RAVI KUMAR VODELA,Independent,217,0,217,0.02,loss
Telangana,Secundrabad,25,R . LAXMAN RAO GANGAPUTRA,Independent,557,0,557,0.06,loss
Telangana,Secundrabad,26,K . VENKATANARAYANA,Independent,1493,0,1493,0.16,loss
Telangana,Secundrabad,27,SRIRAMA NAIK MUNAVATH,Independent,565,0,565,0.06,loss
Telangana,Secundrabad,28,M. G. SAI BABA,Independent,483,1,484,0.05,loss
Telangana,Secundrabad,29,NOTA,None of the Above,9019,19,9038,0.99,loss
Telangana,Warangal,1,CHINTHA SAMBAMURTHY,Bharatiya Janata Party,83455,322,83777,7.89,loss
Telangana,Warangal,2,DAYAKAR PASUNOORI,Telangana Rashtra Samithi,612027,471,612498,57.69,loss
Telangana,Warangal,3,DOMMATI SAMBAIAH,Indian National Congress,261816,384,262200,24.7,loss
Telangana,Warangal,4,BOLLAPALLY SARAIAH,Bahujan Samaj Party,8183,10,8193,0.77,loss
Telangana,Warangal,5,KANNAM VENKANNA,Marxist Communist Party of India (United),5384,2,5386,0.51,loss
Telangana,Warangal,6,PANIGANTI RAJITHAVANI,Pyramid Party of India,1983,3,1986,0.19,loss
Telangana,Warangal,7,BUNGA JYOTHI RAMANA,Aihra National Party,29182,1,29183,2.75,loss
Telangana,Warangal,8,BOCHU KRUPAKAR,Hum Bhartiya Party,1894,1,1895,0.18,loss
Telangana,Warangal,9,SURESH KANAKAM,Samajwadi Forward Bloc,1324,0,1324,0.12,loss
Telangana,Warangal,10,AITHA PRAVEEN KUMAR,Independent,2093,0,2093,0.2,loss
Telangana,Warangal,11,UPENDAR JERIPOTHULA,Independent,14033,0,14033,1.32,loss
Telangana,Warangal,12,CHILUVERU PRATHAP,Independent,6096,0,6096,0.57,loss
Telangana,Warangal,13,JANNU NARSAIAH,Independent,6112,0,6112,0.58,loss
Telangana,Warangal,14,PASULA RAMMURTHY,Independent,3810,2,3812,0.36,loss
Telangana,Warangal,15,BARLA SRINIVAS,Independent,4256,0,4256,0.4,loss
Telangana,Warangal,16,NOTA,None of the Above,18764,37,18801,1.77,loss
Telangana,Zahirabad,1,B.B.PATIL,Telangana Rashtra Samithi,434066,178,434244,41.58,loss
Telangana,Zahirabad,2,BANALA LAXMA REDDY,Bharatiya Janata Party,138731,216,138947,13.3,loss
Telangana,Zahirabad,3,MADAN MOHAN RAO,Indian National Congress,427900,115,428015,40.98,loss
Telangana,Zahirabad,4,ALIGE JEEVAN,Bahujan Mukti Party,6364,2,6366,0.61,loss
Telangana,Zahirabad,5,KALESH,Bhartiya Anarakshit Party,6339,0,6339,0.61,loss
Telangana,Zahirabad,6,MARK BABU,India Praja Bandhu Party,1572,1,1573,0.15,loss
Telangana,Zahirabad,7,MOHAMMED NAWAZ,Ambedkar National Congress,1710,2,1712,0.16,loss
Telangana,Zahirabad,8,SRINIVAS GOUD KASALA,Pyramid Party of India,1279,0,1279,0.12,loss
Telangana,Zahirabad,9,NANGUNOORI LATHA,Independent,1866,3,1869,0.18,loss
Telangana,Zahirabad,10,BENJAMIN RAJU,Independent,3279,2,3281,0.31,loss
Telangana,Zahirabad,11,MUDIRAJ VENKATESHAM,Independent,5581,0,5581,0.53,loss
Telangana,Zahirabad,12,RAMARAO PATIL,Independent,4018,1,4019,0.38,loss
Telangana,Zahirabad,13,NOTA,None of the Above,11138,2,11140,1.07,loss
Tripura,Tripura East,1,Jitendra Chaudhury,Communist Party of India (Marxist),200497,466,200963,19.22,loss
Tripura,Tripura East,2,Narendra Chandra DebBarma,Indigenous People's Front of Tripura,45153,151,45304,4.33,loss
